RecipientCountryCode,Year,ReportingOrgID,ReportingOrgName,ReportingOrgType,TransactionProviderID,TransactionProviderName,TransactionProviderType,checkID,ReportingOrgIDRevised,ReportingOrgNameRevised,ReportingOrgTypeRevised
ET,2022,XM-OCHA-HPC8773,Education Cannot Wait,40,XM-OCHA-HPC8773,Education Cannot Wait,NA,ET-2022-XM-OCHA-HPC8773-Education Cannot Wait-XM-OCHA-HPC8773-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
ET,2023,XM-OCHA-HPC8773,Education Cannot Wait,40,XM-OCHA-HPC8773,Education Cannot Wait,NA,ET-2023-XM-OCHA-HPC8773-Education Cannot Wait-XM-OCHA-HPC8773-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
HT,2021,XM-OCHA-HPC8773,Education Cannot Wait,40,XM-OCHA-HPC8773,Education Cannot Wait,NA,HT-2021-XM-OCHA-HPC8773-Education Cannot Wait-XM-OCHA-HPC8773-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
HT,2022,XM-OCHA-HPC8773,Education Cannot Wait,40,XM-OCHA-HPC8773,Education Cannot Wait,NA,HT-2022-XM-OCHA-HPC8773-Education Cannot Wait-XM-OCHA-HPC8773-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
NG,2023,XM-OCHA-HPC8773,Education Cannot Wait,40,XM-OCHA-HPC8773,Education Cannot Wait,NA,NG-2023-XM-OCHA-HPC8773-Education Cannot Wait-XM-OCHA-HPC8773-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
NG,2021,XM-OCHA-HPC8773,Education Cannot Wait,40,XM-OCHA-HPC8773,Education Cannot Wait,NA,NG-2021-XM-OCHA-HPC8773-Education Cannot Wait-XM-OCHA-HPC8773-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
NG,2022,XM-OCHA-HPC8773,Education Cannot Wait,40,XM-OCHA-HPC8773,Education Cannot Wait,NA,NG-2022-XM-OCHA-HPC8773-Education Cannot Wait-XM-OCHA-HPC8773-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
SS,2021,XM-OCHA-HPC8773,Education Cannot Wait,40,XM-OCHA-HPC8773,Education Cannot Wait,NA,SS-2021-XM-OCHA-HPC8773-Education Cannot Wait-XM-OCHA-HPC8773-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
SS,2022,XM-OCHA-HPC8773,Education Cannot Wait,40,XM-OCHA-HPC8773,Education Cannot Wait,NA,SS-2022-XM-OCHA-HPC8773-Education Cannot Wait-XM-OCHA-HPC8773-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
SS,2023,XM-OCHA-HPC8773,Education Cannot Wait,40,XM-OCHA-HPC8773,Education Cannot Wait,NA,SS-2023-XM-OCHA-HPC8773-Education Cannot Wait-XM-OCHA-HPC8773-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
CD,2023,Humanity & Inclusion - Handicap International UK,GB-CHC-1082565,21,GB-CHC-1082565,Humanity & Inclusion – Handicap International UK,21,CD-2023-Humanity & Inclusion - Handicap International UK-GB-CHC-1082565-GB-CHC-1082565-Humanity & Inclusion – Handicap International UK,GB-CHC-1082565,Humanity & Inclusion – Handicap International UK,21
NG,2021,GB-COH-877338,The Institute of Development Studies,80,NA,The Institute of Development Studies,NA,NG-2021-GB-COH-877338-The Institute of Development Studies-NA-The Institute of Development Studies,GB-COH-877338,The Institute of Development Studies,80
NG,2022,GB-COH-877338,The Institute of Development Studies,80,NA,The Institute of Development Studies,NA,NG-2022-GB-COH-877338-The Institute of Development Studies-NA-The Institute of Development Studies,GB-COH-877338,The Institute of Development Studies,80
ET,2022,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,NA,ET-2022-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands-XM-DAC-7-Ministry of Foreign Affairs of the Netherlands,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10
ET,2021,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,ET-2021-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
ET,2022,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,ET-2022-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
SS,2023,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,SS-2023-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
SS,2022,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,SS-2022-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
SS,2021,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,SS-2021-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
CD,2021,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,CD-2021-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
CD,2022,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,CD-2022-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
CD,2023,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,CD-2023-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
ET,2023,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,ET-2023-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
NG,2023,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,NG-2023-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
NG,2022,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,NG-2022-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
NG,2021,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,NG-2021-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
NG,2021,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,NA,NG-2021-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10
SS,2022,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,NA,SS-2022-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10
HT,2021,NO-BRC-972417920,Norwegian Ministry of Foreign Affairs,10,NO-BRC-972417920,Norwegian Ministry of Foreign Affairs,NA,HT-2021-NO-BRC-972417920-Norwegian Ministry of Foreign Affairs-NO-BRC-972417920-Norwegian Ministry of Foreign Affairs,NO-BRC-972417920,Norwegian Ministry of Foreign Affairs,10
ET,2021,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,NA,ET-2021-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10
ET,2022,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,NA,ET-2022-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10
ET,2023,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,NA,ET-2023-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10
HT,2022,NO-BRC-972417920,Norwegian Ministry of Foreign Affairs,10,NO-BRC-972417920,Norwegian Ministry of Foreign Affairs,NA,HT-2022-NO-BRC-972417920-Norwegian Ministry of Foreign Affairs-NO-BRC-972417920-Norwegian Ministry of Foreign Affairs,NO-BRC-972417920,Norwegian Ministry of Foreign Affairs,10
SS,2021,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,NA,SS-2021-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10
NG,2022,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,NA,NG-2022-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10
NG,2023,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,NA,NG-2023-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10
SS,2023,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,NA,SS-2023-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10
HT,2023,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,NA,HT-2023-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies-NO-BRC-972417920-1-Norwegian Ministry of Foreign Affairs - Embassies,NO-BRC-972417920-1,Norwegian Ministry of Foreign Affairs - Embassies,10
HT,2023,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,HT-2023-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
NG,2021,XM-DAC-7,Department for International Development ,10,XM-DAC-7,Department for international Development ,10,NG-2021-XM-DAC-7-Department for International Development -XM-DAC-7-Department for international Development ,XM-DAC-7,Department for International Development ,10
SS,2021,XM-DAC-7,Department for International Development ,10,XM-DAC-7,Department for international Development ,10,SS-2021-XM-DAC-7-Department for International Development -XM-DAC-7-Department for international Development ,XM-DAC-7,Department for International Development ,10
ET,2021,XM-DAC-7,Department for International Development ,10,XM-DAC-7,Department for international Development ,10,ET-2021-XM-DAC-7-Department for International Development -XM-DAC-7-Department for international Development ,XM-DAC-7,Department for International Development ,10
NG,2020,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for International Development,NA,NG-2020-XM-DAC-7-Department for International Development-XM-DAC-7-Department for International Development,XM-DAC-7,Department for International Development,10
SS,2020,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for International Development,NA,SS-2020-XM-DAC-7-Department for International Development-XM-DAC-7-Department for International Development,XM-DAC-7,Department for International Development,10
ET,2020,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for International Development,NA,ET-2020-XM-DAC-7-Department for International Development-XM-DAC-7-Department for International Development,XM-DAC-7,Department for International Development,10
NG,2021,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for International Developement,10,NG-2021-XM-DAC-7-Department for International Development-XM-DAC-7-Department for International Developement,XM-DAC-7,Department for International Development,10
SS,2021,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for International Developement,10,SS-2021-XM-DAC-7-Department for International Development-XM-DAC-7-Department for International Developement,XM-DAC-7,Department for International Development,10
ET,2021,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for International Developement,10,ET-2021-XM-DAC-7-Department for International Development-XM-DAC-7-Department for International Developement,XM-DAC-7,Department for International Development,10
NG,2021,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for International Development,NA,NG-2021-XM-DAC-7-Department for International Development-XM-DAC-7-Department for International Development,XM-DAC-7,Department for International Development,10
SS,2021,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for International Development,NA,SS-2021-XM-DAC-7-Department for International Development-XM-DAC-7-Department for International Development,XM-DAC-7,Department for International Development,10
ET,2021,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for International Development,NA,ET-2021-XM-DAC-7-Department for International Development-XM-DAC-7-Department for International Development,XM-DAC-7,Department for International Development,10
NG,2021,XM-DAC-7,Department for International Development ,10,XM-DAC-7,Department for international development ,10,NG-2021-XM-DAC-7-Department for International Development -XM-DAC-7-Department for international development ,XM-DAC-7,Department for International Development ,10
SS,2021,XM-DAC-7,Department for International Development ,10,XM-DAC-7,Department for international development ,10,SS-2021-XM-DAC-7-Department for International Development -XM-DAC-7-Department for international development ,XM-DAC-7,Department for International Development ,10
ET,2021,XM-DAC-7,Department for International Development ,10,XM-DAC-7,Department for international development ,10,ET-2021-XM-DAC-7-Department for International Development -XM-DAC-7-Department for international development ,XM-DAC-7,Department for International Development ,10
NG,2021,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for International development,10,NG-2021-XM-DAC-7-Department for International Development-XM-DAC-7-Department for International development,XM-DAC-7,Department for International Development,10
SS,2021,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for International development,10,SS-2021-XM-DAC-7-Department for International Development-XM-DAC-7-Department for International development,XM-DAC-7,Department for International Development,10
ET,2021,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for International development,10,ET-2021-XM-DAC-7-Department for International Development-XM-DAC-7-Department for International development,XM-DAC-7,Department for International Development,10
NG,2021,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for international development,10,NG-2021-XM-DAC-7-Department for International Development-XM-DAC-7-Department for international development,XM-DAC-7,Department for International Development,10
SS,2021,XM-DAC-7,Department for International Development,10,XM-DAC-7,Department for international development,10,SS-2021-XM-DAC-7-Department for International Development-XM-DAC-7-Department for international development,XM-DAC-7,Department for International Development,10
